Bad Hersfeld, Kreisstadt;36251;  73,82; 29 615; 14 477; 15 138
Neuburg a.d.Donau, GKSt;86633;  81,29; 29 587; 14 908; 14 679
Friedberg, St;86316;  81,25; 29 510; 14 438; 15 072
Taunusstein, Stadt;65232;  67,03; 29 470; 14 278; 15 192
Rietberg, Stadt;33397;  110,31; 29 444; 14 861; 14 583
Höxter, Stadt;37671;  158,16; 29 420; 14 564; 14 856
Gaggenau, Stadt;76571;  65,01; 29 315; 14 406; 14 909
Oelde, Stadt;59302;  102,77; 29 265; 14 670; 14 595
Waltrop, Stadt;45731;  47,09; 29 245; 14 195; 15 050
Tönisvorst, Stadt;47918;  44,34; 29 235; 14 239; 14 996
Güstrow, Stadt;18273;  71,09; 29 215; 14 139; 15 076
Vaihingen an der Enz, Stadt;71665;  73,40; 29 041; 14 469; 14 572
Northeim, Stadt;37154;  145,85; 28 966; 14 163; 14 803
Bretten, Stadt;75015;  71,10; 28 959; 14 416; 14 543
Bühl, Stadt;77815;  73,18; 28 903; 14 186; 14 717
Zeitz, Stadt;06712;  87,18; 28 826; 13 988; 14 838
Landsberg am Lech, GKSt;86899;  57,91; 28 824; 14 395; 14 429
Springe, Stadt;31832;  160,12; 28 807; 13 976; 14 831
Rösrath, Stadt;51503;  38,80; 28 778; 14 126; 14 652
Unterschleißheim, St;85716;  14,93; 28 761; 14 509; 14 252
Kelkheim (Taunus), Stadt;65779;  30,65; 28 691; 14 079; 14 612
Schwandorf, GKSt;92421;  123,81; 28 621; 14 291; 14 330
Friedberg (Hessen), Kreisstadt;61169;  50,17; 28 596; 14 279; 14 317
Schwelm, Stadt;58332;  20,49; 28 477; 13 722; 14 755
Idar-Oberstein, Stadt;55743;  91,58; 28 373; 13 880; 14 493
Grimma, Stadt;04668;  218,25; 28 322; 13 952; 14 370
Kevelaer, Stadt;47623;  100,64; 28 287; 13 916; 14 371
Rendsburg, Stadt;24768;  23,73; 28 190; 13 926; 14 264
Wegberg, Stadt;41844;  84,34; 28 165; 13 886; 14 279
Winnenden, Stadt;71364;  28,05; 28 152; 13 956; 14 196
Mühlheim am Main, Stadt;63165;  20,67; 28 130; 13 925; 14 205
Leichlingen (Rheinland), Blütenstadt;42799;  37,26; 28 101; 13 546; 14 555
Sundern (Sauerland), Stadt;59846;  193,27; 28 000; 14 069; 13 931
Meißen, Stadt;01662;  30,92; 27 984; 13 481; 14 503
Bad Neuenahr-Ahrweiler, Stadt;53474;  63,38; 27 844; 13 005; 14 839
Wetter (Ruhr), Stadt;58300;  31,55; 27 785; 13 680; 14 105
Königsbrunn, St;86343;  18,40; 27 780; 13 727; 14 053
Aschersleben, Stadt;06449;  156,22; 27 751; 13 399; 14 352
Baunatal, Stadt;34225;  38,26; 27 704; 13 408; 14 296
Rödermark, Stadt;63322;  29,99; 27 579; 13 468; 14 111
Geislingen an der Steige, Stadt;73312;  75,83; 27 550; 13 744; 13 806
Verden (Aller), Stadt;27283;  71,70; 27 539; 13 341; 14 198
Emmendingen, Stadt;79312;  33,78; 27 511; 13 301; 14 210
Reinbek, Stadt;21465;  31,23; 27 366; 13 460; 13 906
Olching, St;82140;  29,92; 27 345; 13 332; 14 013
Hattersheim am Main, Stadt;65795;  15,81; 27 312; 13 634; 13 678
Sangerhausen, Stadt;06526;  207,66; 27 265; 13 363; 13 902
Mechernich, Stadt;53894;  136,48; 27 235; 13 616; 13 619
Rheinbach, Stadt;53359;  69,72; 27 217; 13 530; 13 687
Neukirchen-Vluyn, Stadt;47506;  43,50; 27 200; 13 174; 14 026
Wangen im Allgäu, Stadt;88239;  101,35; 27 135; 13 207; 13 928
Overath, Stadt;51491;  68,88; 27 118; 13 375; 13 743
Griesheim, Stadt;64347;  21,55; 27 103; 13 567; 13 536
Leimen, Stadt;69181;  20,64; 27 076; 13 297; 13 779
Baesweiler, Stadt;52499;  27,76; 27 029; 13 197; 13 832
Geilenkirchen, Stadt;52511;  83,20; 26 991; 13 415; 13 576
Hamminkeln, Stadt;46499;  164,53; 26 808; 13 396; 13 412
Schloß Holte-Stukenbrock, Stadt;33758;  67,52; 26 770; 13 170; 13 600
Weinstadt, Stadt;71384;  31,71; 26 750; 13 144; 13 606
Wiesloch, Stadt;69168;  30,24; 26 542; 13 194; 13 348
Lohne (Oldenburg), Stadt;49393;  91,11; 26 447; 13 495; 12 952
Strausberg, Stadt;15344;  67,95; 26 387; 12 698; 13 689
Neckarsulm, Stadt;74172;  24,94; 26 379; 13 106; 13 273
Lauf a.d.Pegnitz, St;91207;  59,77; 26 378; 12 860; 13 518
Eisenhüttenstadt, Stadt;15890;  63,47; 26 325; 12 771; 13 554
Nordenham, Stadt;26954;  87,77; 26 294; 13 059; 13 235
Köthen (Anhalt), Stadt;06366;  78,44; 26 281; 12 841; 13 440
Staßfurt, Stadt;39418;  146,71; 26 173; 12 734; 13 439
Hennigsdorf, Stadt;16761;  31,47; 26 139; 12 816; 13 323
St. Wendel, Kreisstadt;66606;  113,53; 26 106; 12 808; 13 298
Heiligenhaus, Stadt;42579;  27,52; 26 010; 12 742; 13 268
Ilmenau, Stadt;98693;  62,73; 25 946; 13 484; 12 462
Remseck am Neckar, Stadt;71686;  22,82; 25 876; 12 761; 13 115
Butzbach, Friedrich-Ludwig-Weidig-Stadt;35510;  106,60; 25 866; 12 889; 12 977
Kulmbach, GKSt;95326;  92,77; 25 853; 12 498; 13 355
Mühlacker, Stadt;75417;  54,32; 25 804; 12 817; 12 987
Ehingen (Donau), Stadt;89584;  178,33; 25 796; 13 044; 12 752
Lennestadt, Stadt;57368;  135,59; 25 755; 12 957; 12 798
Heppenheim (Bergstraße), Kreisstadt;64646;  52,14; 25 725; 12 726; 12 999
Zittau, Stadt;02763;  66,75; 25 723; 12 564; 13 159
Selm, Stadt;59379;  60,41; 25 714; 12 525; 13 189
Bad Honnef, Stadt;53604;  48,17; 25 705; 12 349; 13 356
Hohen Neuendorf, Stadt;16540;  48,56; 25 696; 12 470; 13 226
Teltow, Stadt;14513;  21,60; 25 667; 12 605; 13 062
Brilon, Stadt;59929;  229,16; 25 611; 12 541; 13 070
Weiterstadt, Stadt;64331;  34,40; 25 572; 12 936; 12 636
Lübbecke, Stadt;32312;  65,04; 25 555; 12 413; 13 142
Plettenberg, Stadt;58840;  96,76; 25 528; 12 728; 12 800
Rinteln, Stadt;31737;  109,02; 25 527; 12 517; 13 010
Zirndorf, St;90513;  28,79; 25 515; 12 310; 13 205
Verl, Stadt;33415;  71,37; 25 465; 13 019; 12 446
Bingen am Rhein, Stadt;55411;  37,71; 25 435; 12 518; 12 917
Pfaffenhofen a.d.Ilm, St;85276;  92,64; 25 409; 12 663; 12 746
Werder (Havel), Stadt;14542;  117,05; 25 345; 12 508; 12 837
Petershagen, Stadt;32469;  211,94; 25 335; 12 752; 12 583
Achern, Stadt;77855;  65,24; 25 319; 12 563; 12 756
Friedrichsdorf, Stadt;61381;  30,16; 25 284; 12 472; 12 812
Lindau (Bodensee), GKSt;88131;  33,06; 25 249; 12 111; 13 138
Ludwigsfelde, Stadt;14974;  109,98; 25 245; 12 479; 12 766
Rottweil, Stadt;78628;  71,76; 25 200; 12 395; 12 805
Norden, Stadt;26506;  106,32; 25 195; 12 270; 12 925
Wiehl, Stadt;51674;  53,26; 25 177; 12 212; 12 965
Salzkotten, Stadt;33154;  109,80; 25 106; 12 421; 12 685
Roth, St;91154;  96,33; 25 102; 12 245; 12 857
Warstein, Stadt;59581;  158,03; 25 041; 12 525; 12 516
Sprockhövel, Stadt;45549;  47,94; 25 032; 12 074; 12 958
Bad Oldesloe, Stadt;23843;  52,60; 25 005; 12 180; 12 825
Ingelheim am Rhein, Stadt;55218;  49,86; 24 998; 12 337; 12 661
Schmallenberg, Stadt;57392;  303,10; 24 997; 12 689; 12 308
Saalfeld/Saale, Stadt;07318;  48,73; 24 911; 11 992; 12 919
Harsewinkel, Die Mähdrescherstadt;33428;  100,59; 24 862; 12 584; 12 278
Delitzsch, Stadt;04509;  85,92; 24 815; 12 140; 12 675
Weingarten, Stadt;88250;  12,16; 24 808; 11 890; 12 918
Schleswig, Stadt;24837;  24,30; 24 773; 12 071; 12 702
Senftenberg, Stadt;01968;  127,56; 24 773; 12 063; 12 710
Espelkamp, Stadt;32339;  84,21; 24 766; 12 092; 12 674
Ditzingen, Stadt;71254;  30,38; 24 698; 12 265; 12 433
Groß-Gerau, Stadt;64521;  54,48; 24 695; 12 283; 12 412
Horb am Neckar, Stadt;72160;  119,76; 24 687; 12 481; 12 206
Pfungstadt, Stadt;64319;  42,53; 24 645; 12 140; 12 505
Ellwangen (Jagst), Stadt;73479;  127,38; 24 643; 12 466; 12 177
Obertshausen, Stadt;63179;  13,62; 24 573; 11 976; 12 597
Idstein, Hochschulstadt;65510;  79,69; 24 558; 11 842; 12 716
Lüdinghausen, Stadt;59348;  140,54; 24 556; 12 215; 12 341
Meckenheim, Stadt;53340;  34,84; 24 553; 11 989; 12 564
Olpe, Stadt;57462;  85,88; 24 511; 11 931; 12 580
Geretsried, St;82538;  24,60; 24 483; 12 056; 12 427
Markkleeberg, Stadt;04416;  31,44; 24 477; 11 693; 12 784
Quedlinburg, Welterbestadt;06484;  120,44; 24 411; 11 618; 12 793
Arnstadt, Stadt;99310;  55,08; 24 340; 11 859; 12 481
Syke, Stadt;28857;  128,11; 24 298; 12 018; 12 280
Attendorn, Hansestadt;57439;  97,95; 24 279; 12 161; 12 118
Rathenow, Stadt;14712;  113,10; 24 243; 11 772; 12 471
Salzwedel, Hansestadt;29410;  304,58; 24 199; 12 028; 12 171
Stutensee, Stadt;76297;  45,68; 24 199; 11 980; 12 219
Übach-Palenberg, Stadt;52531;  26,12; 24 198; 12 167; 12 031
Limbach-Oberfrohna, Stadt;09212;  50,21; 24 113; 11 701; 12 412
Ronnenberg, Stadt;30952;  37,89; 24 050; 11 936; 12 114
Eisleben, Lutherstadt;06295;  143,87; 23 940; 11 692; 12 248
Varel, Stadt;26316;  113,75; 23 936; 11 646; 12 290
Waldshut-Tiengen, Stadt;79761;  77,97; 23 873; 11 738; 12 135
Döbeln, Stadt;04720;  91,74; 23 823; 11 698; 12 125
Sonneberg, Stadt;96515;  84,69; 23 804; 11 551; 12 253
Hann. Münden, Stadt;34346;  121,16; 23 797; 11 721; 12 076
Öhringen, Stadt;74613;  67,79; 23 771; 11 862; 11 909
Haren (Ems), Stadt;49733;  208,79; 23 747; 11 988; 11 759
Sehnde, Stadt;31319;  103,58; 23 584; 11 891; 11 693
Korbach, Hansestadt, Kreisstadt;34497;  123,98; 23 583; 11 483; 12 100
Bedburg, Stadt;50181;  80,42; 23 577; 11 906; 11 671
Dillenburg, Stadt;35683;  83,89; 23 542; 11 614; 11 928
Warburg, Hansestadt;34414;  168,84; 23 365; 11 591; 11 774
Netphen, Stadt;57250;  137,39; 23 356; 11 682; 11 674
Riedstadt, Stadt;64560;  73,73; 23 340; 11 618; 11 722
Helmstedt, Stadt;38350;  47,14; 23 336; 11 347; 11 989
Bad Mergentheim, Stadt;97980;  129,96; 23 227; 11 265; 11 962
Starnberg, St;82319;  61,85; 23 207; 10 904; 12 303
Calw, Stadt;75365;  59,88; 23 158; 11 726; 11 432
Walsrode, Stadt;29664;  272,29; 23 139; 11 433; 11 706
Mosbach, Stadt;74821;  62,17; 23 101; 11 457; 11 644
Husum, Stadt;25813;  25,81; 23 097; 11 075; 12 022
Herzogenaurach, St;91074;  47,62; 23 081; 11 594; 11 487
Wertheim, Stadt;97877;  138,59; 23 052; 11 488; 11 564
Waldkraiburg, St;84478;  21,56; 23 042; 11 484; 11 558
Glauchau, Stadt;08371;  51,62; 22 925; 11 276; 11 649
Burg, Stadt;39288;  164,05; 22 834; 11 552; 11 282
Gardelegen, Hansestadt;39638;  632,43; 22 826; 11 411; 11 415
Gelnhausen, Barbarossast., Krst.;63571;  45,19; 22 796; 11 224; 11 572
Freudenstadt, Stadt;72250;  87,54; 22 796; 11 059; 11 737
Herdecke, Stadt;58313;  22,39; 22 768; 10 841; 11 927
Spremberg, Stadt;03130;  202,32; 22 750; 11 065; 11 685
Rudolstadt, Stadt;07407;  55,41; 22 704; 11 019; 11 685
Vreden, Stadt;48691;  135,83; 22 611; 11 533; 11 078
Überlingen, Stadt;88662;  58,66; 22 573; 10 517; 12 056
Lengerich, Stadt;49525;  90,79; 22 530; 11 145; 11 385
Leutkirch im Allgäu, Stadt;88299;  174,98; 22 515; 11 298; 11 217
Radevormwald, Stadt auf der Höhe;42477;  53,86; 22 473; 10 961; 11 512
Westerstede, Stadt;26655;  179,55; 22 399; 10 972; 11 427
Bad Soden am Taunus, Stadt;65812;  12,55; 22 393; 10 695; 11 698
Donaueschingen, Stadt;78166;  104,67; 22 356; 11 322; 11 034
Weilheim i.OB, St;82362;  55,50; 22 345; 10 746; 11 599
Apolda, Stadt;99510;  46,27; 22 279; 10 966; 11 313
Karben, Stadt;61184;  43,94; 22 211; 11 079; 11 132
Stadthagen, Stadt;31655;  60,27; 22 148; 10 705; 11 443
Senden, St;89250;  25,21; 22 128; 10 818; 11 310
Gersthofen, St;86368;  34,01; 22 120; 10 984; 11 136
Friesoythe, Stadt;26169;  247,49; 22 082; 11 134; 10 948
Osterode am Harz, Stadt;37520;  102,54; 21 985; 10 900; 11 085
Sondershausen, Stadt;99706;  201,21; 21 974; 10 787; 11 187
Bad Harzburg, Stadt;38667;  65,52; 21 969; 10 260; 11 709
Nagold, Stadt;72202;  63,09; 21 949; 10 921; 11 028
Eckernförde, Stadt;24340;  21,38; 21 942; 10 429; 11 513
Büdingen, Stadt;63654;  122,88; 21 902; 11 010; 10 892
Bad Kissingen, GKSt;97688;  69,92; 21 879; 10 078; 11 801
Zerbst/Anhalt, Stadt;39261;  467,77; 21 876; 10 753; 11 123
Neusäß, St;86356;  25,22; 21 861; 10 493; 11 368
Waldkirch, Stadt;79183;  48,47; 21 786; 10 581; 11 205
Laupheim, Stadt;88471;  61,79; 21 742; 10 861; 10 881
Metzingen, Stadt;72555;  34,55; 21 721; 10 661; 11 060
Halle (Westf.), Stadt;33790;  69,70; 21 692; 10 764; 10 928
Büren, Stadt;33142;  170,99; 21 657; 11 174; 10 483
Hockenheim, Stadt;68766;  34,84; 21 625; 10 845; 10 780
Schwetzingen, Stadt;68723;  21,62; 21 580; 10 453; 11 127
Xanten, Stadt;46509;  72,43; 21 551; 10 604; 10 947
Rotenburg (Wümme), Stadt;27356;  99,06; 21 548; 10 573; 10 975
Versmold, Stadt;33775;  85,57; 21 543; 10 868; 10 675
Heide, Stadt;25746;  31,97; 21 529; 10 208; 11 321
Sonthofen, St;87527;  46,55; 21 529; 10 304; 11 225
Eppingen, Stadt;75031;  88,58; 21 446; 10 681; 10 765
Stadtallendorf, Stadt;35260;  78,29; 21 388; 10 640; 10 748
Wipperfürth, Hansestadt;51688;  118,30; 21 372; 10 561; 10 811
Waren (Müritz), Stadt;17192;  159,46; 21 367; 10 061; 11 306
Soltau, Stadt;29614;  203,77; 21 324; 10 449; 10 875
Puchheim, St;82178;  12,24; 21 300; 10 315; 10 985
Wülfrath, Stadt;42489;  32,27; 21 273; 10 384; 10 889
Elsdorf, Stadt;50189;  66,17; 21 264; 10 450; 10 814
Eschborn, Stadt;65760;  12,13; 21 228; 10 407; 10 821
Meiningen, Stadt;98617;  59,46; 21 223; 10 452; 10 771
Seligenstadt, Stadt;63500;  30,85; 21 184; 10 297; 10 887
Rees, Stadt;46459;  109,86; 21 140; 10 404; 10 736
Aichach, St;86551;  92,84; 21 130; 10 306; 10 824
Geseke, Stadt;59590;  97,88; 21 129; 10 499; 10 630
Flörsheim am Main, Stadt;65439;  22,95; 21 121; 10 320; 10 801
Reichenbach im Vogtland, Stadt;08468;  34,46; 21 112; 10 174; 10 938
Groß-Umstadt, Stadt;64823;  86,84; 21 058; 10 451; 10 607
Schramberg, Stadt;78713;  80,70; 21 048; 10 537; 10 511
Bad Rappenau, Stadt;74906;  73,56; 20 946; 10 324; 10 622
Greiz, Stadt;07973;  76,44; 20 920; 10 130; 10 790
Fröndenberg/Ruhr, Stadt;58730;  56,23; 20 908; 10 285; 10 623
Werdau, Stadt;08412;  65,63; 20 905; 10 238; 10 667
Traunreut, St;83301;  45,06; 20 899; 10 329; 10 570
Kitzingen, GKSt;97318;  46,99; 20 892; 10 170; 10 722
Blieskastel, Stadt;66440;  108,21; 20 886; 10 362; 10 524
Kaltenkirchen, Stadt;24568;  23,10; 20 852; 10 219; 10 633
Coswig, Stadt;01640;  25,88; 20 841; 9 994; 10 847
Waghäusel, Stadt;68753;  42,84; 20 811; 10 336; 10 475
Quickborn, Stadt;25451;  43,17; 20 808; 10 106; 10 702
Germersheim, Stadt;76726;  21,68; 20 777; 10 461; 10 316
Duderstadt, Stadt;37115;  95,64; 20 677; 10 149; 10 528
Meinerzhagen, Stadt;58540;  115,67; 20 650; 10 332; 10 318
Herborn, Stadt;35745;  63,80; 20 618; 10 124; 10 494
Burgwedel, Stadt;30938;  152,85; 20 594; 9 815; 10 779
Luckenwalde, Stadt;14943;  46,61; 20 521; 9 962; 10 559
Enger, Widukindstadt;32130;  41,24; 20 483; 10 074; 10 409
Bruchköbel, Stadt;63486;  29,69; 20 475; 10 018; 10 457
Wittmund, Stadt;26409;  210,15; 20 437; 10 062; 10 375
Neustrelitz, Stadt;17235;  139,86; 20 426; 9 893; 10 533
Schortens, Stadt;26419;  68,80; 20 416; 9 980; 10 436
Eislingen/Fils, Stadt;73054;  16,41; 20 390; 10 025; 10 365
Stadtlohn, Stadt;48703;  79,25; 20 389; 10 263; 10 126
Dillingen/ Saar, Stadt;66763;  22,05; 20 385; 9 942; 10 443
Rheinstetten, Stadt;76287;  32,31; 20 365; 9 942; 10 423
Annaberg-Buchholz, Stadt;09456;  28,15; 20 292; 9 747; 10 545
Günzburg, GKSt;89312;  55,40; 20 289; 9 987; 10 302
Mössingen, Stadt;72116;  50,03; 20 286; 9 847; 10 439
Blankenburg (Harz), Stadt;38889;  148,94; 20 189; 9 740; 10 449
Holzminden, Stadt;37603;  88,24; 20 189; 9 965; 10 224
Bad Schwartau, Stadt;23611;  18,39; 20 096; 9 364; 10 732
Bad Waldsee, Stadt;88339;  108,55; 20 090; 9 795; 10 295
Lichtenfels, St;96215;  122,16; 20 064; 9 874; 10 190
Torgau, Stadt;04860;  102,80; 20 062; 9 941; 10 121
Nidderau, Stadt;61130;  46,73; 20 051; 9 975; 10 076
Hörstel, Stadt;48477;  107,54; 20 038; 10 068; 9 970
Nördlingen, GKSt;86720;  68,09; 20 005; 9 887; 10 118
Zülpich, Stadt;53909;  101,01; 19 998; 9 820; 10 178
Schifferstadt, Stadt;67105;  28,06; 19 983; 9 927; 10 056
Traunstein, GKSt;83278;  48,57; 19 983; 9 575; 10 408
Ennigerloh, Stadt;59320;  125,56; 19 973; 10 012; 9 961
Oberkirch, Stadt;77704;  69,09; 19 955; 9 923; 10 032
Oschersleben (Bode), Stadt;39387;  188,92; 19 953; 9 785; 10 168
Marsberg, Stadt;34431;  182,22; 19 826; 10 120; 9 706
Donauwörth, GKSt;86609;  77,04; 19 749; 9 901; 9 848
Eschwege, Kreisstadt;37269;  63,27; 19 716; 9 542; 10 174
Telgte, Stadt;48291;  90,84; 19 697; 9 506; 10 191
Gerlingen, Stadt;70839;  17,01; 19 689; 9 620; 10 069
Mühldorf a.Inn, St;84453;  29,42; 19 660; 9 750; 9 910
Schopfheim, Stadt;79650;  67,94; 19 645; 9 513; 10 132
Ochtrup, Stadt;48607;  105,63; 19 634; 9 979; 9 655
Giengen an der Brenz, Stadt;89537;  44,07; 19 568; 9 784; 9 784
Wildeshausen, Stadt;27793;  89,70; 19 560; 9 680; 9 880
Sulzbach-Rosenberg, St;92237;  53,12; 19 456; 9 586; 9 870
Bückeburg, Stadt;31675;  68,90; 19 381; 9 340; 10 041
Borna, Stadt;04552;  62,44; 19 319; 9 322; 9 997
Haiger, Stadt;35708;  106,67; 19 316; 9 554; 9 762
Seesen, Stadt;38723;  102,32; 19 314; 9 363; 9 951
Dingolfing, St;84130;  44,00; 19 311; 10 040; 9 271
Waldbröl, Stadt;51545;  63,32; 19 283; 9 406; 9 877
Prenzlau, Stadt;17291;  142,96; 19 279; 9 285; 9 994
Bad Berleburg, Stadt;57319;  275,52; 19 261; 9 675; 9 586
Sarstedt, Stadt;31157;  43,00; 19 261; 9 477; 9 784
Haldensleben, Stadt;39340;  156,20; 19 246; 9 584; 9 662
Rhede, Stadt;46414;  78,90; 19 215; 9 551; 9 664
Korntal-Münchingen, Stadt;70825;  20,71; 19 195; 9 546; 9 649
Schenefeld, Stadt;22869;  9,99; 19 168; 9 345; 9 823
Bad Pyrmont, Stadt;31812;  61,99; 19 154; 9 042; 10 112
Schmalkalden, Kurort, Stadt;98574;  98,30; 19 149; 9 729; 9 420
Bad Krozingen, Stadt;79189;  35,65; 19 136; 9 204; 9 932
Bad Friedrichshall, Stadt;74177;  24,71; 19 087; 9 639; 9 448
Alfeld (Leine), Stadt;31061;  72,88; 19 061; 9 367; 9 694
Hechingen, Stadt;72379;  66,41; 19 047; 9 442; 9 605
Mayen, Stadt;56727;  58,19; 19 000; 9 429; 9 571
Weil der Stadt, Stadt;71263;  43,17; 18 983; 9 480; 9 503
Crimmitschau, Stadt;08451;  61,15; 18 982; 9 157; 9 825
Mölln, Stadt;23879;  25,05; 18 970; 9 069; 9 901
Bergneustadt, Stadt;51702;  37,89; 18 947; 9 270; 9 677
Heusenstamm, Stadt;63150;  19,03; 18 932; 9 361; 9 571
Tettnang, Stadt;88069;  71,25; 18 889; 9 407; 9 482
Müllheim, Stadt;79379;  57,91; 18 887; 9 147; 9 740
Sömmerda, Stadt;99610;  81,11; 18 884; 9 270; 9 614
Hemmingen, Stadt;30966;  31,73; 18 872; 9 198; 9 674
Lebach, Stadt;66822;  64,21; 18 864; 9 576; 9 288
Auerbach/Vogtl., Stadt;08209;  55,52; 18 779; 9 043; 9 736
Wittlich, Stadt;54516;  49,63; 18 748; 9 442; 9 306
Püttlingen, Stadt;66346;  23,95; 18 700; 9 044; 9 656
Vlotho, Stadt;32602;  76,93; 18 663; 9 287; 9 376
Forst (Lausitz), Stadt;03149;  110,70; 18 651; 9 076; 9 575
Schneverdingen, Stadt;29640;  234,92; 18 624; 9 053; 9 571
Leinefelde-Worbis, Stadt;37327;  96,87; 18 622; 9 281; 9 341
Bremervörde, Stadt;27432;  150,42; 18 608; 9 380; 9 228
Bad Dürkheim, Stadt;67098;  102,55; 18 601; 8 779; 9 822
Bad Aibling, St;83043;  41,40; 18 595; 8 958; 9 637
Dillingen a.d.Donau, GKSt;89407;  75,59; 18 538; 9 129; 9 409
Bad Tölz, St;83646;  30,80; 18 527; 8 845; 9 682
Wolfratshausen, St;82515;  9,13; 18 491; 8 960; 9 531
Radeberg, Stadt;01454;  29,83; 18 491; 9 109; 9 382
Alzenau, St;63755;  59,30; 18 467; 9 044; 9 423
Burghausen, St;84489;  19,81; 18 431; 8 977; 9 454
Marktoberdorf, St;87616;  95,15; 18 390; 9 112; 9 278
Sachsenheim, Stadt;74343;  57,92; 18 386; 9 123; 9 263
Kolbermoor, St;83059;  19,83; 18 371; 8 991; 9 380
Bad Driburg, Stadt4);33014;  115,30;/;/;/
Glinde, Stadt;21509;  11,22; 18 335; 8 996; 9 339
Burscheid, Stadt;51399;  27,33; 18 288; 9 050; 9 238
Kronberg im Taunus, Stadt;61476;  18,62; 18 275; 8 585; 9 690
Uetersen, Stadt;25436;  11,43; 18 272; 8 964; 9 308
Großenhain, Stadt;01558;  130,36; 18 268; 8 996; 9 272
Weißenburg i.Bay., GKSt;91781;  97,58; 18 256; 8 955; 9 301
Pfullingen, Stadt;72793;  30,14; 18 251; 8 867; 9 384
Konz, Stadt;54329;  44,56; 18 206; 8 906; 9 300
Moosburg a.d.Isar, St;85368;  43,85; 18 181; 9 124; 9 057
Hessisch Oldendorf, Stadt;31840;  120,32; 18 170; 8 964; 9 206
Zossen, Stadt;15806;  180,40; 18 115; 9 031; 9 084
Alzey, Stadt;55232;  35,22; 18 114; 8 973; 9 141
Pohlheim, Stadt;35415;  38,00; 18 094; 8 860; 9 234
Schwalmstadt, Stadt;34613;  84,74; 18 087; 9 176; 8 911
Lahnstein, Stadt;56112;  37,62; 18 068; 8 715; 9 353
Vellmar, Stadt;34246;  13,97; 18 067; 8 528; 9 539
Wassenberg, Stadt;41849;  42,43; 18 019; 8 892; 9 127
Parchim, Stadt;19370;  124,82; 17 964; 8 719; 9 245
Buchen (Odenwald), Stadt;74722;  138,93; 17 922; 8 867; 9 055
Schkeuditz, Stadt;04435;  81,47; 17 900; 9 220; 8 680
Werdohl, Stadt;58791;  33,39; 17 892; 8 869; 9 023
Bexbach, Stadt;66450;  31,09; 17 782; 8 715; 9 067
Frankenberg (Eder), Stadt;35066;  124,87; 17 773; 8 825; 8 948
Wörth am Rhein, Stadt;76744;  131,62; 17 762; 8 731; 9 031
Bad Reichenhall, GKSt;83435;  41,92; 17 752; 8 450; 9 302
Freudenberg, Stadt;57258;  54,60; 17 734; 8 854; 8 880
Thale, Stadt;06502;  137,58; 17 708; 8 750; 8 958
Oberasbach, St;90522;  12,08; 17 553; 8 423; 9 130
Renningen, Stadt;71272;  31,15; 17 510; 8 779; 8 731
Sinzig, Stadt;53489;  41,10; 17 503; 8 539; 8 964
Sigmaringen, Stadt;72488;  92,84; 17 494; 9 000; 8 494
Guben, Stadt;03172;  43,99; 17 471; 8 359; 9 112
Nauen, Stadt;14641;  268,14; 17 436; 8 651; 8 785
Bad Segeberg, Stadt;23795;  18,87; 17 427; 8 365; 9 062
Bad Saulgau, Stadt;88348;  97,33; 17 426; 8 497; 8 929
Bad Langensalza, Stadt;99947;  123,67; 17 397; 8 516; 8 881
Bad Münder am Deister, Stadt;31848;  107,97; 17 384; 8 489; 8 895
Hochheim am Main, Stadt;65239;  19,43; 17 358; 8 450; 8 908
Wittenberge, Stadt;19322;  50,63; 17 318; 8 374; 8 944
Nidda, Stadt;63667;  118,35; 17 293; 8 675; 8 618
Bad Münstereifel, Stadt;53902;  150,83; 17 291; 8 441; 8 850
Marktredwitz, GKSt;95615;  49,52; 17 262; 8 281; 8 981
Oerlinghausen, Stadt;33813;  32,69; 17 259; 8 447; 8 812
Marienberg, Stadt;09496;  133,50; 17 254; 8 553; 8 701
Horn-Bad Meinberg, Stadt;32805;  90,15; 17 253; 8 387; 8 866
Altena, Stadt;58762;  44,42; 17 218; 8 507; 8 711
Schwarzenberg/Erzgeb., Stadt;08340;  46,31; 17 191; 8 206; 8 985
Gescher, Glockenstadt;48712;  80,84; 17 175; 8 661; 8 514
Bobingen, St;86399;  50,25; 17 130; 8 483; 8 647
Illertissen, St;89257;  36,39; 17 130; 8 409; 8 721
Garching b.München, St;85748;  28,17; 17 099; 8 829; 8 270
Bad Säckingen, Stadt;79713;  25,34; 17 073; 8 273; 8 800
Eutin, Stadt;23701;  41,40; 17 041; 8 035; 9 006
Eltville am Rhein, Stadt;65343;  46,77; 16 999; 8 233; 8 766
Bad Wildungen, Stadt;34537;  120,08; 16 980; 8 325; 8 655
Heilbad Heiligenstadt, Stadt;37308;  62,26; 16 962; 8 465; 8 497
Damme, Stadt;49401;  104,39; 16 940; 8 496; 8 444
Schrobenhausen, St;86529;  75,26; 16 936; 8 364; 8 572
Kronach, St;96317;  66,98; 16 917; 8 228; 8 689
Stockach, Stadt;78333;  69,73; 16 813; 8 328; 8 485
Bendorf, Stadt;56170;  24,12; 16 809; 8 225; 8 584
Babenhausen, Stadt;64832;  66,87; 16 729; 8 425; 8 304
Cham, St;93413;  80,69; 16 701; 8 264; 8 437
Weißwasser/O.L., Stadt;02943;  63,42; 16 660; 7 962; 8 698
